,YearEnd,LocationAbbr,LocationDesc,DataValue,Stratification1
93071,2019,NE,Nebraska,7.2,Hispanic
93089,2018,NE,Nebraska,10.2,Male
93108,2015,NE,Nebraska,8.8,Overall
93124,2017,NE,Nebraska,10.2,Overall
93174,2014,NE,Nebraska,8.9,"White, non-Hispanic"
93186,2018,NE,Nebraska,9.1,Female
93214,2012,NE,Nebraska,8.1,"White, non-Hispanic"
93260,2016,NE,Nebraska,8.7,Male
93289,2019,NE,Nebraska,10.2,Overall
93313,2013,NE,Nebraska,9.2,Overall
93326,2013,NE,Nebraska,8.3,Female
93327,2018,NE,Nebraska,9.5,"White, non-Hispanic"
93371,2011,NE,Nebraska,8.2,Female
93396,2017,NE,Nebraska,9.9,Female
93397,2011,NE,Nebraska,8.4,Overall
93410,2019,NE,Nebraska,0.0,"Multiracial, non-Hispanic"
93436,2013,NE,Nebraska,8.9,"Multiracial, non-Hispanic"
93453,2017,NE,Nebraska,0.0,"Multiracial, non-Hispanic"
93476,2015,NE,Nebraska,12.0,"Multiracial, non-Hispanic"
93514,2011,NE,Nebraska,10.5,"Multiracial, non-Hispanic"
93519,2015,NE,Nebraska,8.6,Female
93533,2016,NE,Nebraska,8.7,"White, non-Hispanic"
93562,2019,NH,New Hampshire,9.2,Overall
93573,2016,NH,New Hampshire,0.0,Hispanic
93594,2012,NH,New Hampshire,9.1,Overall
93638,2015,NJ,New Jersey,7.8,"Other, non-Hispanic"
93663,2018,NH,New Hampshire,0.0,Hispanic
93760,2014,NH,New Hampshire,9.8,Male
93809,2019,NH,New Hampshire,0.0,"Black, non-Hispanic"
93845,2012,NH,New Hampshire,10.3,Male
93882,2017,NH,New Hampshire,0.0,"Black, non-Hispanic"
93911,2011,NJ,New Jersey,8.4,"Other, non-Hispanic"
93936,2013,NJ,New Jersey,8.8,"Other, non-Hispanic"
93953,2015,NH,New Hampshire,0.0,"Black, non-Hispanic"
93958,2019,NJ,New Jersey,0.0,"White, non-Hispanic"
94012,2019,NJ,New Jersey,0.0,"Black, non-Hispanic"
94017,2019,NH,New Hampshire,0.0,Hispanic
94100,2016,NJ,New Jersey,9.6,Hispanic
94133,2011,NH,New Hampshire,7.4,Female
94143,2014,NJ,New Jersey,8.9,Hispanic
94150,2019,NJ,New Jersey,0.0,"Other, non-Hispanic"
94156,2013,NH,New Hampshire,7.9,Female
94158,2015,NH,New Hampshire,8.1,Overall
94163,2019,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
94175,2017,NH,New Hampshire,8.4,Overall
94189,2019,NJ,New Jersey,0.0,Hispanic
94216,2015,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
94250,2011,NJ,New Jersey,8.1,Female
94261,2012,NJ,New Jersey,9.4,Hispanic
94270,2017,NJ,New Jersey,16.7,"Multiracial, non-Hispanic"
94300,2017,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
94347,2013,NJ,New Jersey,8.3,Female
94373,2016,NJ,New Jersey,7.9,"White, non-Hispanic"
94407,2018,NH,New Hampshire,10.3,Overall
94444,2017,NJ,New Jersey,12.0,Male
94475,2013,NH,New Hampshire,9.2,Overall
94531,2014,NJ,New Jersey,9.2,"White, non-Hispanic"
94571,2012,NJ,New Jersey,8.4,"White, non-Hispanic"
94579,2011,NH,New Hampshire,8.7,Overall
94628,2017,NH,New Hampshire,7.2,Female
94645,2018,NJ,New Jersey,10.8,Overall
94661,2016,NH,New Hampshire,0.0,"Black, non-Hispanic"
94674,2014,NH,New Hampshire,0.0,"Black, non-Hispanic"
94756,2012,NJ,New Jersey,7.8,"Other, non-Hispanic"
94757,2018,NH,New Hampshire,0.0,"Black, non-Hispanic"
94814,2012,NH,New Hampshire,0.0,"Black, non-Hispanic"
94836,2018,NJ,New Jersey,14.9,"Black, non-Hispanic"
94870,2011,NH,New Hampshire,0.0,"Black, non-Hispanic"
94874,2015,NJ,New Jersey,9.7,Hispanic
94900,2014,NH,New Hampshire,0.0,Hispanic
94914,2017,NJ,New Jersey,11.0,Overall
94940,2016,NH,New Hampshire,10.5,Male
94980,2016,NH,New Hampshire,9.0,Overall
95007,2014,NH,New Hampshire,9.1,Overall
95042,2012,NH,New Hampshire,0.0,Hispanic
95056,2018,NH,New Hampshire,11.4,Male
95064,2013,NJ,New Jersey,8.8,Hispanic
95080,2013,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
95092,2017,NJ,New Jersey,10.2,Female
95124,2016,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
95133,2016,NJ,New Jersey,15.6,"Black, non-Hispanic"
95198,2014,NJ,New Jersey,9.4,"Other, non-Hispanic"
95208,2012,NJ,New Jersey,13.7,"Black, non-Hispanic"
95228,2011,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
95229,2014,NJ,New Jersey,12.3,"Black, non-Hispanic"
95255,2011,NJ,New Jersey,11.1,Hispanic
95264,2018,NJ,New Jersey,9.3,Hispanic
95273,2016,NH,New Hampshire,9.2,"White, non-Hispanic"
95305,2011,NJ,New Jersey,8.0,"White, non-Hispanic"
95311,2018,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
95334,2013,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
95339,2014,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
95364,2019,NJ,New Jersey,0.0,Female
95393,2018,NH,New Hampshire,10.4,"White, non-Hispanic"
95418,2012,NH,New Hampshire,9.4,"Other, non-Hispanic"
95439,2015,NJ,New Jersey,9.0,Overall
95480,2018,NH,New Hampshire,9.3,Female
95484,2016,NJ,New Jersey,8.6,Female
95513,2011,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
95527,2013,NJ,New Jersey,8.8,"White, non-Hispanic"
95532,2013,NJ,New Jersey,9.2,Overall
95535,2019,NJ,New Jersey,0.0,Overall
95543,2013,NH,New Hampshire,0.0,"Black, non-Hispanic"
95553,2014,NH,New Hampshire,9.0,"White, non-Hispanic"
95590,2019,NH,New Hampshire,0.0,"Other, non-Hispanic"
95627,2016,NH,New Hampshire,7.5,Female
95671,2015,NJ,New Jersey,8.2,"White, non-Hispanic"
95681,2015,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
95705,2017,NH,New Hampshire,9.7,Male
95724,2012,NJ,New Jersey,9.9,Male
95737,2011,NJ,New Jersey,8.8,Overall
95742,2016,NJ,New Jersey,9.9,Male
95747,2013,NJ,New Jersey,11.9,"Black, non-Hispanic"
95767,2013,NH,New Hampshire,0.0,Hispanic
95778,2016,NJ,New Jersey,9.2,Overall
95808,2015,NH,New Hampshire,7.6,Female
95833,2015,NH,New Hampshire,8.7,Male
95839,2019,NH,New Hampshire,10.3,Male
95884,2011,NJ,New Jersey,10.2,"Black, non-Hispanic"
95902,2017,NJ,New Jersey,13.4,"Other, non-Hispanic"
95918,2017,NH,New Hampshire,0.0,"Other, non-Hispanic"
95958,2015,NJ,New Jersey,12.6,"Black, non-Hispanic"
95967,2011,NH,New Hampshire,0.0,Hispanic
95981,2014,NJ,New Jersey,10.2,Male
96003,2011,NH,New Hampshire,8.5,"White, non-Hispanic"
96029,2019,NJ,New Jersey,0.0,Male
96043,2015,NH,New Hampshire,14.3,"Other, non-Hispanic"
96061,2019,NH,New Hampshire,8.2,Female
96066,2013,NH,New Hampshire,9.1,"White, non-Hispanic"
96084,2012,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
96137,2017,NH,New Hampshire,8.6,"White, non-Hispanic"
96139,2014,NJ,New Jersey,9.7,Overall
96155,2012,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
96177,2011,NH,New Hampshire,8.1,"Other, non-Hispanic"
96190,2019,NJ,New Jersey,0.0,"Multiracial, non-Hispanic"
96191,2014,NH,New Hampshire,0.0,"Other, non-Hispanic"
96203,2019,NH,New Hampshire,9.3,"White, non-Hispanic"
96235,2017,NH,New Hampshire,0.0,Hispanic
96267,2017,NJ,New Jersey,12.7,Hispanic
96268,2015,NH,New Hampshire,8.0,"White, non-Hispanic"
96293,2013,NH,New Hampshire,15.6,"Other, non-Hispanic"
96324,2015,NH,New Hampshire,0.0,Hispanic
96354,2014,NJ,New Jersey,14.3,"Multiracial, non-Hispanic"
96388,2012,NJ,New Jersey,9.3,Overall
96395,2011,NH,New Hampshire,10.0,Male
96434,2018,NH,New Hampshire,11.3,"Other, non-Hispanic"
96457,2013,NH,New Hampshire,10.5,Male
96460,2017,NJ,New Jersey,13.7,"Black, non-Hispanic"
96467,2015,NJ,New Jersey,8.1,Female
96469,2018,NJ,New Jersey,10.4,"White, non-Hispanic"
96599,2014,NJ,New Jersey,9.2,Female
96633,2012,NH,New Hampshire,8.1,Female
96642,2018,NJ,New Jersey,10.5,Male
96644,2011,NJ,New Jersey,9.6,Male
96653,2018,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
96655,2013,NJ,New Jersey,10.2,Male
96674,2018,NJ,New Jersey,0.0,"Other, non-Hispanic"
96690,2014,NH,New Hampshire,8.5,Female
96693,2015,NJ,New Jersey,9.9,Male
96730,2016,NJ,New Jersey,6.6,"Other, non-Hispanic"
96789,2016,NH,New Hampshire,6.2,"Other, non-Hispanic"
96793,2016,NH,New Hampshire,0.0,"Multiracial, non-Hispanic"
96813,2012,NJ,New Jersey,8.8,Female
96878,2018,NJ,New Jersey,11.0,Female
96946,2012,NH,New Hampshire,9.3,"White, non-Hispanic"
96960,2017,NJ,New Jersey,9.5,"White, non-Hispanic"
96988,2016,NM,New Mexico,11.1,Female
97009,2014,NM,New Mexico,11.5,Overall
97104,2018,NM,New Mexico,13.1,Female
97120,2013,NM,New Mexico,12.6,Hispanic
97159,2018,NM,New Mexico,12.5,Overall
97166,2012,NM,New Mexico,9.9,Female
97178,2016,NM,New Mexico,11.6,Overall
97180,2014,NM,New Mexico,11.3,Female
97199,2013,NM,New Mexico,8.1,"White, non-Hispanic"
97204,2013,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
97233,2015,NM,New Mexico,13.1,Hispanic
97258,2019,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
97267,2011,NM,New Mexico,7.3,"White, non-Hispanic"
97292,2017,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
97338,2015,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
97350,2015,NM,New Mexico,8.8,"White, non-Hispanic"
97362,2019,NM,New Mexico,13.9,Hispanic
97365,2011,NM,New Mexico,12.5,"Black, non-Hispanic"
97390,2017,NM,New Mexico,11.7,Hispanic
97418,2014,NM,New Mexico,11.8,Male
97422,2013,NM,New Mexico,15.0,"Black, non-Hispanic"
97487,2012,NM,New Mexico,10.7,Male
97496,2019,NM,New Mexico,0.0,"Black, non-Hispanic"
97505,2017,NM,New Mexico,0.0,"Black, non-Hispanic"
97531,2016,NM,New Mexico,12.2,Male
97579,2015,NM,New Mexico,23.2,"Black, non-Hispanic"
97593,2011,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
97596,2015,NM,New Mexico,11.5,Overall
97610,2017,NM,New Mexico,10.7,Overall
97642,2018,NM,New Mexico,11.9,Male
97657,2016,NM,New Mexico,17.1,"Other, non-Hispanic"
97683,2019,NM,New Mexico,12.3,Overall
97715,2011,NM,New Mexico,11.8,Hispanic
97763,2018,NM,New Mexico,19.2,"Other, non-Hispanic"
97791,2012,NM,New Mexico,10.3,Overall
97794,2014,NM,New Mexico,14.6,"Other, non-Hispanic"
97859,2012,NM,New Mexico,15.4,"Other, non-Hispanic"
97904,2012,NM,New Mexico,0.0,"Black, non-Hispanic"
97905,2018,NM,New Mexico,9.7,"White, non-Hispanic"
97943,2016,NM,New Mexico,0.0,"Black, non-Hispanic"
97960,2018,NM,New Mexico,24.8,"Black, non-Hispanic"
97968,2013,NM,New Mexico,10.7,Male
97984,2015,NM,New Mexico,11.3,Male
98044,2014,NM,New Mexico,17.1,"Black, non-Hispanic"
98052,2017,NM,New Mexico,11.6,Male
98117,2011,NM,New Mexico,10.0,Female
98118,2019,NM,New Mexico,12.1,Male
98149,2017,NM,New Mexico,16.9,"Other, non-Hispanic"
98213,2019,NM,New Mexico,16.1,"Other, non-Hispanic"
98230,2011,NM,New Mexico,9.9,Overall
98264,2013,NM,New Mexico,10.7,Overall
98281,2013,NM,New Mexico,12.4,"Other, non-Hispanic"
98297,2015,NM,New Mexico,13.3,"Other, non-Hispanic"
98314,2011,NM,New Mexico,13.5,"Other, non-Hispanic"
98332,2017,NM,New Mexico,8.4,"White, non-Hispanic"
98347,2017,NM,New Mexico,9.8,Female
98429,2012,NM,New Mexico,11.5,Hispanic
98437,2019,NM,New Mexico,12.4,Female
98467,2014,NM,New Mexico,12.9,Hispanic
98469,2013,NM,New Mexico,10.7,Female
98501,2015,NM,New Mexico,11.6,Female
98521,2012,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
98539,2018,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
98551,2016,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
98564,2012,NM,New Mexico,7.9,"White, non-Hispanic"
98567,2014,NM,New Mexico,0.0,"Multiracial, non-Hispanic"
98577,2014,NM,New Mexico,9.1,"White, non-Hispanic"
98597,2011,NM,New Mexico,9.9,Male
98631,2016,NM,New Mexico,9.7,"White, non-Hispanic"
98641,2018,NM,New Mexico,13.7,Hispanic
98685,2019,NM,New Mexico,9.4,"White, non-Hispanic"
98695,2016,NM,New Mexico,12.2,Hispanic
98726,2013,NV,Nevada,9.6,Overall
98744,2015,NV,Nevada,0.0,"Multiracial, non-Hispanic"
98757,2018,NV,Nevada,10.7,Overall
98832,2017,NV,Nevada,0.0,"Multiracial, non-Hispanic"
98833,2016,NV,Nevada,9.4,"Other, non-Hispanic"
98845,2015,NV,Nevada,9.7,Overall
98865,2011,NV,Nevada,10.3,Overall
98888,2019,NV,Nevada,0.0,"Multiracial, non-Hispanic"
98928,2016,NV,Nevada,10.7,Male
98929,2018,NV,Nevada,11.4,Hispanic
98977,2016,NV,Nevada,11.4,Female
98978,2011,NV,Nevada,0.0,"Multiracial, non-Hispanic"
98994,2014,NV,Nevada,9.0,Female
99059,2013,NV,Nevada,0.0,"Multiracial, non-Hispanic"
99074,2012,NV,Nevada,8.8,Female
99083,2012,NV,Nevada,8.0,"White, non-Hispanic"
99100,2014,NV,Nevada,10.0,"White, non-Hispanic"
99133,2018,NV,Nevada,15.1,"Black, non-Hispanic"
99163,2017,NV,Nevada,10.4,Overall
99185,2019,NV,Nevada,10.6,Female
99208,2019,NV,Nevada,10.9,Overall
99211,2017,NV,Nevada,10.7,Female
99239,2014,NV,Nevada,0.0,"Multiracial, non-Hispanic"
99302,2012,NV,Nevada,8.9,Overall
99343,2014,NV,Nevada,9.6,Overall
99353,2018,NV,Nevada,10.9,Male
99370,2016,NV,Nevada,17.2,"Black, non-Hispanic"
99404,2013,NV,Nevada,8.5,Female
99411,2012,NV,Nevada,8.8,"Multiracial, non-Hispanic"
99415,2015,NV,Nevada,8.8,Female
99445,2018,NV,Nevada,11.7,"Other, non-Hispanic"
99480,2011,NV,Nevada,9.1,Female
99493,2018,NV,Nevada,9.8,"White, non-Hispanic"
99517,2016,NV,Nevada,11.1,Overall
99527,2016,NV,Nevada,11.5,"White, non-Hispanic"
99557,2011,NV,Nevada,11.5,Male
99626,2012,NV,Nevada,8.3,"Black, non-Hispanic"
99639,2013,NV,Nevada,15.4,"Other, non-Hispanic"
99653,2015,NV,Nevada,7.8,"Other, non-Hispanic"
99661,2011,NV,Nevada,11.5,"Other, non-Hispanic"
99680,2014,NV,Nevada,14.3,"Black, non-Hispanic"
99682,2019,NV,Nevada,11.2,Male
99722,2017,NV,Nevada,10.2,Male
99732,2013,NV,Nevada,10.6,Male
99750,2015,NV,Nevada,10.6,Male
99768,2015,NV,Nevada,16.2,"Black, non-Hispanic"
99769,2014,NV,Nevada,7.7,Hispanic
99794,2019,NV,Nevada,15.6,"Other, non-Hispanic"
99808,2017,NV,Nevada,10.3,"White, non-Hispanic"
99835,2016,NV,Nevada,0.0,"Multiracial, non-Hispanic"
99836,2017,NV,Nevada,12.4,"Other, non-Hispanic"
99863,2013,NV,Nevada,14.5,"Black, non-Hispanic"
99882,2016,NV,Nevada,9.2,Hispanic
99898,2019,NV,Nevada,8.8,"White, non-Hispanic"
99911,2018,NV,Nevada,10.6,Female
99964,2012,NV,Nevada,8.4,Hispanic
99981,2012,NV,Nevada,9.0,Male
100019,2014,NV,Nevada,9.1,"Other, non-Hispanic"
100063,2011,NV,Nevada,17.7,"Black, non-Hispanic"
100093,2012,NV,Nevada,13.9,"Other, non-Hispanic"
100122,2014,NV,Nevada,10.1,Male
100134,2018,NV,Nevada,0.0,"Multiracial, non-Hispanic"
100194,2017,NV,Nevada,8.3,Hispanic
100197,2013,NV,Nevada,9.5,Hispanic
100200,2011,NV,Nevada,9.3,"White, non-Hispanic"
100298,2019,NV,Nevada,12.2,Hispanic
100311,2015,NV,Nevada,6.8,Hispanic
100325,2017,NV,Nevada,14.8,"Black, non-Hispanic"
100371,2013,NV,Nevada,8.1,"White, non-Hispanic"
100392,2011,NV,Nevada,10.2,Hispanic
100407,2019,NV,Nevada,13.5,"Black, non-Hispanic"
100414,2015,NV,Nevada,10.0,"White, non-Hispanic"
100430,2014,NY,New York,9.5,Female
100443,2012,NY,New York,8.8,Female
100449,2013,OH,Ohio,10.4,Overall
100469,2017,NY,New York,10.4,Overall
100476,2018,OH,Ohio,9.6,Hispanic
100521,2018,OH,Ohio,12.3,"White, non-Hispanic"
100525,2017,NY,New York,10.1,Female
100589,2011,OH,Ohio,0.0,"Multiracial, non-Hispanic"
100599,2018,NY,New York,11.9,Male
100615,2019,NY,New York,10.5,Overall
100621,2016,OH,Ohio,12.2,Hispanic
100630,2016,NY,New York,10.0,Female
100649,2013,NY,New York,7.9,"White, non-Hispanic"
100679,2012,OH,Ohio,16.0,"Black, non-Hispanic"
100714,2018,OH,Ohio,12.9,"Black, non-Hispanic"
100739,2014,NY,New York,0.0,"Multiracial, non-Hispanic"
100753,2014,OH,Ohio,17.1,"Black, non-Hispanic"
100813,2012,NY,New York,0.0,"Multiracial, non-Hispanic"
100821,2015,NY,New York,8.2,"White, non-Hispanic"
100824,2016,OH,Ohio,12.4,"Black, non-Hispanic"
100847,2016,OH,Ohio,6.7,"Other, non-Hispanic"
100871,2012,OH,Ohio,11.6,Hispanic
100873,2011,NY,New York,10.8,Hispanic
100892,2012,OH,Ohio,11.3,"White, non-Hispanic"
100893,2018,NY,New York,9.2,"White, non-Hispanic"
100913,2014,NY,New York,10.0,Overall
100943,2015,OH,Ohio,6.3,"Multiracial, non-Hispanic"
100949,2014,OH,Ohio,12.9,Hispanic
100950,2016,NY,New York,8.8,"White, non-Hispanic"
100967,2014,OH,Ohio,11.1,"White, non-Hispanic"
100995,2012,NY,New York,9.7,Overall
101043,2016,OH,Ohio,11.0,"White, non-Hispanic"
101049,2019,OH,Ohio,10.7,Hispanic
101056,2013,NY,New York,10.2,Male
101067,2011,NY,New York,9.3,"White, non-Hispanic"
101070,2013,OH,Ohio,0.0,"Multiracial, non-Hispanic"
101150,2019,NY,New York,10.3,Female
101167,2018,OH,Ohio,5.7,"Other, non-Hispanic"
101219,2011,OH,Ohio,10.0,Overall
101258,2017,OH,Ohio,6.9,"Multiracial, non-Hispanic"
101270,2015,NY,New York,10.5,Male
101372,2017,OH,Ohio,11.4,Female
101414,2015,NY,New York,11.7,Hispanic
101423,2013,OH,Ohio,10.4,Male
101447,2013,NY,New York,12.3,Hispanic
101451,2015,OH,Ohio,11.4,Male
101513,2017,NY,New York,16.5,"Multiracial, non-Hispanic"
101528,2011,NY,New York,10.6,Male
101587,2018,NY,New York,15.1,"Other, non-Hispanic"
101590,2017,OH,Ohio,11.2,Male
101613,2016,NY,New York,10.8,"Other, non-Hispanic"
101663,2019,NY,New York,10.4,"Multiracial, non-Hispanic"
101672,2013,OH,Ohio,10.3,Female
101696,2015,OH,Ohio,10.7,Female
101710,2018,NY,New York,11.0,Hispanic
101714,2013,NY,New York,14.2,"Other, non-Hispanic"
101742,2011,OH,Ohio,10.0,Female
101748,2011,NY,New York,8.8,"Other, non-Hispanic"
101857,2011,NY,New York,14.6,"Black, non-Hispanic"
101862,2016,NY,New York,17.2,"Multiracial, non-Hispanic"
101942,2015,NY,New York,12.2,"Other, non-Hispanic"
101991,2011,OH,Ohio,10.1,Male
101994,2018,NY,New York,14.5,"Black, non-Hispanic"
102028,2015,NY,New York,11.8,"Black, non-Hispanic"
102037,2019,OH,Ohio,5.9,"Other, non-Hispanic"
102108,2013,NY,New York,16.2,"Black, non-Hispanic"
102117,2012,OH,Ohio,5.1,"Other, non-Hispanic"
102133,2014,OH,Ohio,0.0,"Other, non-Hispanic"
102168,2014,OH,Ohio,12.2,Male
102194,2011,OH,Ohio,9.1,"Other, non-Hispanic"
102214,2016,NY,New York,11.6,Hispanic
102238,2016,OH,Ohio,10.7,Female
102242,2014,NY,New York,11.2,Hispanic
102281,2012,OH,Ohio,12.5,Male
102291,2018,OH,Ohio,12.6,Female
102330,2018,OH,Ohio,12.2,Overall
102346,2014,OH,Ohio,11.3,Female
102392,2019,NY,New York,12.1,"Other, non-Hispanic"
102420,2016,OH,Ohio,11.6,Male
102428,2019,OH,Ohio,11.2,Female
102432,2018,NY,New York,10.2,"Multiracial, non-Hispanic"
102458,2012,NY,New York,11.2,Hispanic
102473,2017,NY,New York,9.8,"Other, non-Hispanic"
102486,2012,OH,Ohio,10.9,Female
102522,2018,OH,Ohio,11.8,Male
102561,2018,OH,Ohio,11.8,"Multiracial, non-Hispanic"
102649,2012,NY,New York,13.0,"Other, non-Hispanic"
102668,2017,OH,Ohio,0.0,"Other, non-Hispanic"
102672,2016,OH,Ohio,11.1,Overall
102676,2019,OH,Ohio,12.8,Male
102708,2019,NY,New York,12.8,Hispanic
102730,2012,NY,New York,11.9,"Black, non-Hispanic"
102757,2014,NY,New York,8.9,"Other, non-Hispanic"
102787,2017,NY,New York,11.7,Hispanic
102800,2017,NY,New York,14.5,"Black, non-Hispanic"
102826,2014,OH,Ohio,11.7,Overall
102888,2016,NY,New York,13.8,"Black, non-Hispanic"
102899,2019,OH,Ohio,11.9,"White, non-Hispanic"
102902,2014,NY,New York,14.2,"Black, non-Hispanic"
102909,2013,OH,Ohio,13.4,"Other, non-Hispanic"
102933,2012,OH,Ohio,11.7,Overall
102984,2019,NY,New York,14.7,"Black, non-Hispanic"
102990,2016,NY,New York,10.5,Overall
102997,2015,OH,Ohio,0.0,"Other, non-Hispanic"
103050,2013,NY,New York,10.9,Female
103065,2019,NY,New York,10.7,Male
103101,2015,OH,Ohio,14.1,"Black, non-Hispanic"
103137,2011,NY,New York,0.0,"Multiracial, non-Hispanic"
103154,2017,NY,New York,10.8,Male
103182,2015,NY,New York,9.1,Female
103195,2019,OH,Ohio,12.0,Overall
103202,2018,NY,New York,11.0,Overall
103205,2011,NY,New York,10.3,Female
103218,2017,OH,Ohio,9.6,Hispanic
103264,2012,NY,New York,7.9,"White, non-Hispanic"
103283,2013,OH,Ohio,11.7,"Black, non-Hispanic"
103285,2015,OH,Ohio,8.4,Hispanic
103296,2015,NY,New York,0.0,"Multiracial, non-Hispanic"
103322,2013,NY,New York,0.0,"Multiracial, non-Hispanic"
103323,2017,OH,Ohio,14.3,"Black, non-Hispanic"
103356,2011,OH,Ohio,0.0,Hispanic
103372,2014,NY,New York,8.7,"White, non-Hispanic"
103395,2019,OH,Ohio,11.2,"Multiracial, non-Hispanic"
103433,2013,OH,Ohio,10.1,"White, non-Hispanic"
103464,2013,OH,Ohio,8.1,Hispanic
103470,2019,NY,New York,8.4,"White, non-Hispanic"
103483,2015,NY,New York,9.8,Overall
103494,2014,OH,Ohio,12.4,"Multiracial, non-Hispanic"
103530,2013,NY,New York,10.6,Overall
103545,2011,OH,Ohio,15.0,"Black, non-Hispanic"
103547,2011,OH,Ohio,9.5,"White, non-Hispanic"
103557,2017,NY,New York,9.0,"White, non-Hispanic"
103586,2012,NY,New York,10.8,Male
103598,2017,OH,Ohio,11.3,Overall
103664,2016,NY,New York,11.0,Male
103694,2015,OH,Ohio,10.8,"White, non-Hispanic"
103695,2012,OH,Ohio,11.6,"Multiracial, non-Hispanic"
103696,2015,OH,Ohio,11.0,Overall
103728,2014,NY,New York,10.6,Male
103732,2016,OH,Ohio,12.5,"Multiracial, non-Hispanic"
103785,2011,NY,New York,10.4,Overall
103787,2018,NY,New York,10.1,Female
103832,2017,OH,Ohio,11.1,"White, non-Hispanic"
103844,2019,OH,Ohio,14.5,"Black, non-Hispanic"
103867,2017,OK,Oklahoma,16.4,"Other, non-Hispanic"
103868,2015,OK,Oklahoma,11.9,Male
103877,2019,OK,Oklahoma,12.9,"Other, non-Hispanic"
103884,2011,OK,Oklahoma,10.3,"White, non-Hispanic"
103909,2017,OK,Oklahoma,12.8,"Multiracial, non-Hispanic"
103910,2017,OK,Oklahoma,13.2,Male
103954,2015,OK,Oklahoma,11.6,Female
103983,2013,OK,Oklahoma,12.1,"Multiracial, non-Hispanic"
104019,2015,OK,Oklahoma,15.5,"Other, non-Hispanic"
104049,2015,OK,Oklahoma,11.8,"Multiracial, non-Hispanic"
104054,2019,OK,Oklahoma,12.9,Male
104067,2011,OK,Oklahoma,12.1,Male
104073,2019,OK,Oklahoma,11.6,Female
104083,2013,OK,Oklahoma,12.1,Male
104115,2015,OK,Oklahoma,11.5,"White, non-Hispanic"
104171,2011,OK,Oklahoma,16.2,"Multiracial, non-Hispanic"
104173,2011,OK,Oklahoma,10.2,Female
104180,2017,OK,Oklahoma,12.5,"White, non-Hispanic"
104193,2013,OK,Oklahoma,10.1,Female
104202,2019,OK,Oklahoma,11.8,"White, non-Hispanic"
104256,2013,OK,Oklahoma,10.7,"White, non-Hispanic"
104271,2017,OK,Oklahoma,12.3,Female
104307,2012,OK,Oklahoma,11.6,"White, non-Hispanic"
104342,2016,OK,Oklahoma,12.2,Male
104357,2014,OK,Oklahoma,11.7,Female
104368,2018,OK,Oklahoma,14.6,"Other, non-Hispanic"
104386,2014,OK,Oklahoma,12.8,"Other, non-Hispanic"
104404,2018,OK,Oklahoma,12.4,Male
104407,2011,OK,Oklahoma,15.1,"Other, non-Hispanic"
104472,2014,OK,Oklahoma,12.3,Male
104489,2016,OK,Oklahoma,13.6,"Other, non-Hispanic"
104501,2018,OK,Oklahoma,12.6,Female
104519,2014,OK,Oklahoma,12.1,"White, non-Hispanic"
104540,2012,OK,Oklahoma,12.3,Male
104571,2016,OK,Oklahoma,11.7,"White, non-Hispanic"
104617,2013,OK,Oklahoma,14.7,"Other, non-Hispanic"
104660,2012,OK,Oklahoma,10.6,Female
104682,2016,OK,Oklahoma,11.7,Female
104708,2019,OK,Oklahoma,10.6,"Multiracial, non-Hispanic"
104713,2018,OK,Oklahoma,12.6,"White, non-Hispanic"
104719,2015,OK,Oklahoma,11.7,Overall
104763,2013,OK,Oklahoma,11.0,Overall
104798,2019,OK,Oklahoma,12.2,Overall
104800,2012,OK,Oklahoma,12.3,"Black, non-Hispanic"
104851,2012,OK,Oklahoma,14.1,"Other, non-Hispanic"
104905,2013,OK,Oklahoma,6.4,Hispanic
104909,2017,OK,Oklahoma,12.8,Overall
104973,2015,OK,Oklahoma,6.7,Hispanic
104981,2019,OK,Oklahoma,11.8,Hispanic
104985,2017,OK,Oklahoma,11.1,Hispanic
104999,2011,OK,Oklahoma,10.5,Hispanic
105004,2018,OK,Oklahoma,14.3,"Black, non-Hispanic"
105049,2016,OK,Oklahoma,14.3,"Black, non-Hispanic"
105098,2014,OK,Oklahoma,12.8,"Black, non-Hispanic"
105125,2011,OK,Oklahoma,11.1,Overall
105154,2016,OK,Oklahoma,12.0,Overall
